DMS_id,max_identity
NP_000400.2,0.0
NP_000401.1,0.0
NP_000402.3,0.0
NP_000405.1,0.0
NP_000407.1,0.0
NP_000410.2,0.0
NP_000412.4,0.0
NP_000413.1,0.0
NP_000414.2,0.0
NP_000415.2,0.0
NP_000416.1,0.0
NP_000421.1,0.0
NP_000422.1,0.0
NP_000424.2,0.0
NP_000425.1,0.0
NP_000427.1,0.0
NP_000430.3,0.0
NP_000431.2,0.0
NP_000432.1,0.0
NP_000434.1,0.0
NP_000435.3,0.0
NP_000438.2,0.0
NP_000439.2,0.0
NP_000444.1,0.0
NP_000446.1,0.0
NP_000447.2,0.0
NP_000449.1,0.0
NP_000450.3,0.0
NP_000451.1,0.0
NP_000452.2,0.0
NP_000456.2,0.0
NP_000457.1,0.0
NP_000465.1,0.0
NP_000466.2,0.0
NP_000467.1,0.0
NP_000470.3,0.0
NP_000472.2,0.0
NP_000475.1,1.0
NP_000476.1,0.0
NP_000477.1,0.0
NP_000478.3,0.0
NP_000479.1,0.0
NP_000481.2,0.0
NP_000483.3,0.0
NP_000484.2,0.0
NP_000485.3,0.0
NP_000486.1,0.0
NP_000487.1,0.0
NP_000488.3,0.0
NP_000489.3,0.0
NP_000491.4,0.0
NP_000495.1,0.0
NP_000496.2,0.0
NP_000497.1,0.0
NP_000498.2,0.0
NP_000500.2,0.0
NP_000503.1,0.0
NP_000506.2,0.0
NP_000508.1,0.0
NP_000509.1,0.0
NP_000511.2,0.0
NP_000514.2,0.0
NP_000517.3,0.0
NP_000518.1,0.0
NP_000519.2,0.0
NP_000520.1,0.0
NP_000522.3,1.0
NP_000523.2,0.0
NP_000524.3,0.0
NP_000525.1,0.0
NP_000527.2,0.0
NP_000528.1,0.0
NP_000530.1,1.0
NP_000532.2,0.0
NP_000533.4,0.0
NP_000534.3,0.0
NP_000536.6,0.0
NP_000537.3,0.9974554707379135
NP_000538.3,0.0
NP_000539.2,0.0
NP_000541.1,0.0
NP_000544.2,0.0
NP_000545.1,0.0
NP_000548.2,0.0
NP_000578.2,0.0
NP_000584.3,0.0
NP_000594.2,0.0
NP_000603.1,0.0
NP_000608.1,0.0
NP_000633.2,0.0
NP_000651.3,0.0
NP_000657.1,0.0
NP_000676.1,0.0
NP_000678.1,0.0
NP_000683.3,0.0
NP_000684.2,0.0
NP_000693.1,0.0
NP_000700.1,0.0
NP_000708.1,0.0
NP_000710.5,0.0
NP_000711.1,0.0
NP_000712.2,0.0
NP_000717.2,0.0
NP_000735.1,0.0
NP_000738.2,0.0
NP_000739.1,0.0
NP_000742.1,0.0
NP_000751.1,0.0
NP_000772.2,0.0
NP_000773.2,0.0
NP_000775.1,0.0
NP_000776.1,0.0
NP_000780.1,0.0
NP_000797.2,0.0
NP_000799.1,0.0
NP_000801.1,0.0
NP_000803.2,0.0
NP_000806.2,0.0
NP_000807.2,0.0
NP_000812.2,0.0
NP_000814.2,0.0
NP_000824.1,0.0
NP_000825.2,0.0
NP_000827.2,0.0
NP_000834.2,0.0
NP_000835.1,0.0
NP_000851.2,0.0
NP_000866.1,0.0
NP_000874.2,0.0
NP_000879.2,0.0
NP_000881.3,0.0
NP_000882.1,0.9847953216374269
NP_000883.2,0.0
NP_000890.1,0.0
NP_000892.2,0.0
NP_000894.1,0.0
NP_000899.1,0.0
NP_000909.2,0.0
NP_000911.2,0.0
NP_000912.3,0.0
NP_000924.3,0.0
NP_000928.1,0.0
NP_000933.1,0.0
NP_000935.1,0.0
NP_000952.1,0.0
NP_000956.2,0.0
NP_000960.2,0.0
NP_000968.2,0.0
NP_000987.2,0.0
NP_001001331.1,0.0
NP_001001344.1,0.0
NP_001001412.3,0.0
NP_001001430.1,0.0
NP_001001438.1,0.0
NP_001001547.1,0.0
NP_001001557.1,0.0
NP_001001563.2,0.0
NP_001001937.1,0.0
NP_001002295.1,0.0
NP_001002755.1,0.0
NP_001002841.1,0.0
NP_001003694.1,0.0
NP_001003722.1,0.0
NP_001003800.1,0.0
NP_001003811.1,0.0
NP_001003841.1,0.0
NP_001004051.1,0.0
NP_001004127.2,0.0
NP_001005271.2,0.0
NP_001005369.1,0.0
NP_001005463.1,0.0
NP_001005731.1,0.0
NP_001005741.1,0.0
NP_001006658.1,0.0
NP_001006659.1,0.0
NP_001007027.1,0.0
NP_001007227.1,0.0
NP_001007528.1,0.0
NP_001008214.1,0.0
NP_001008537.1,0.0
NP_001008701.1,0.0
NP_001009999.1,0.0
NP_001010867.1,0.0
NP_001010874.2,0.0
NP_001010892.1,0.0
NP_001011551.1,0.0
NP_001011658.1,0.0
NP_001012426.1,0.0
NP_001013860.1,0.0
NP_001014437.1,0.0
NP_001014839.1,0.0
NP_001015880.1,0.0
NP_001017420.1,0.0
NP_001017535.1,0.0
NP_001017995.1,0.0
NP_001018005.1,0.0
NP_001018123.1,0.0
NP_001018494.1,0.0
NP_001019242.1,0.0
NP_001019801.3,0.0
NP_001020105.1,0.0
NP_001020279.1,0.0
NP_001020466.1,0.0
NP_001020560.1,0.0
NP_001020774.1,0.0
NP_001025023.1,0.0
NP_001025053.1,0.0
NP_001025054.1,0.0
NP_001025178.1,0.0
NP_001025482.1,0.0
NP_001026859.1,0.0
NP_001026895.2,0.0
NP_001027565.1,0.0
NP_001027567.2,0.0
NP_001028.1,0.0
NP_001029.1,0.0
NP_001029027.1,0.0
NP_001030025.1,0.0
NP_001032.2,0.0
NP_001034302.2,0.0
NP_001034437.1,0.0
NP_001034639.1,0.0
NP_001035.1,0.0
NP_001035197.1,0.0
NP_001035202.1,0.0
NP_001035526.1,0.0
NP_001035835.1,0.0
NP_001035897.1,0.0
NP_001035937.1,0.0
NP_001035940.1,0.0
NP_001035963.1,0.0
NP_001036068.1,0.0
NP_001036167.1,0.0
NP_001036214.1,0.0
NP_001037.1,0.0
NP_001037850.1,0.0
NP_001041629.1,0.0
NP_001041675.1,0.0
NP_001050.1,0.0
NP_001051.1,0.0
NP_001056.1,0.0
NP_001060.1,0.0
NP_001061.2,0.0
NP_001063.2,0.0
NP_001070.2,0.0
NP_001070712.1,0.0
NP_001070834.1,0.0
NP_001070884.2,0.0
NP_001070984.1,0.0
NP_001071.1,0.0
NP_001072982.1,0.0
NP_001073136.1,0.0
NP_001073270.1,0.0
NP_001073279.2,0.0
NP_001073882.3,0.0
NP_001073883.2,0.0
NP_001073890.2,0.0
NP_001073893.1,0.0
NP_001073911.1,0.0
NP_001073918.2,0.0
NP_001073936.1,0.0
NP_001073945.1,0.0
NP_001073986.1,0.0
NP_001073991.2,0.0
NP_001075.1,0.0
NP_001075019.1,0.0
NP_001076007.1,0.0
NP_001076580.1,0.0
NP_001076585.1,0.0
NP_001077083.1,0.0
NP_001077088.2,0.0
NP_001077430.1,0.0
NP_001077431.1,0.0
NP_001080.2,0.0
NP_001089.1,0.0
NP_001091738.1,0.0
NP_001091981.1,0.0
NP_001092138.1,0.0
NP_001092272.1,0.0
NP_001092690.1,0.0
NP_001092692.1,0.0
NP_001092744.1,0.0
NP_001093326.2,0.0
NP_001094383.2,0.0
NP_001094385.1,0.0
NP_001094832.1,0.0
NP_001094896.1,0.0
NP_001095876.1,0.0
NP_001096.1,0.0
NP_001097.2,0.0
NP_001098101.1,0.0
NP_001098548.2,0.0
NP_001098717.1,0.0
NP_001103279.2,0.0
NP_001104262.1,0.0
NP_001104505.1,0.0
NP_001104595.1,0.0
NP_001106212.1,0.0
NP_001106279.3,0.0
NP_001106962.1,0.0
NP_001107655.1,0.0
NP_001108220.1,0.0
NP_001116229.1,0.0
NP_001116293.1,0.0
NP_001119578.1,0.0
NP_001119580.2,0.0
NP_001120.3,0.0
NP_001120680.1,0.0
NP_001120693.1,0.0
NP_001120864.1,0.0
NP_001120972.1,0.0
NP_001121370.1,0.0
NP_001121631.1,0.0
NP_001121699.1,0.0
NP_001121775.1,0.0
NP_001121897.1,0.0
NP_001121901.1,0.0
NP_001121903.1,0.0
NP_001122092.1,0.0
NP_001122317.1,0.0
NP_001123292.1,0.0
NP_001123476.1,0.0
NP_001123482.1,0.0
NP_001123561.1,0.0
NP_001123575.1,0.0
NP_001123577.1,0.0
NP_001123616.1,0.0
NP_001123617.1,1.0
NP_001123990.1,0.0
NP_001124162.1,0.0
NP_001124295.1,0.0
NP_001124497.1,0.0
NP_001125.1,0.0
NP_001127835.2,0.0
NP_001128243.1,0.0
NP_001128493.1,0.0
NP_001128715.1,0.0
NP_001129123.1,0.0
NP_001129277.1,0.0
NP_001129392.2,0.0
NP_001129507.1,0.0
NP_001129524.1,0.0
NP_001129649.1,0.0
NP_001129668.1,0.0
NP_001130.1,0.0
NP_001136.1,0.0
NP_001136029.1,0.0
NP_001136082.1,0.0
NP_001136256.1,0.0
NP_001136438.1,0.0
NP_001137282.1,0.0
NP_001137326.1,0.0
NP_001137451.1,0.0
NP_001137453.1,0.0
NP_001137458.1,0.0
NP_001138341.1,0.0
NP_001138545.1,0.0
NP_001138584.1,0.0
NP_001138780.1,0.0
NP_001138830.1,0.0
NP_001138940.4,0.0
NP_001139189.2,0.0
NP_001139267.1,0.0
NP_001142.2,0.0
NP_001148.1,0.0
NP_001153508.1,0.0
NP_001153605.1,0.0
NP_001153695.1,0.0
NP_001153705.1,0.0
NP_001153839.1,0.0
NP_001153844.1,0.0
NP_001155197.1,0.0
NP_001156685.1,0.0
NP_001156908.2,0.0
NP_001157281.1,0.0
NP_001157750.1,0.0
NP_001157814.1,0.0
NP_001157877.1,0.0
NP_001158233.1,0.0
NP_001159435.1,0.0
NP_001159725.2,0.0
NP_001159762.1,0.0
NP_001161206.1,0.0
NP_001162625.1,0.0
NP_001164672.1,0.0
NP_001165558.2,0.0
NP_001165806.1,0.0
NP_001165948.1,0.0
NP_001166167.1,0.0
NP_001166939.1,0.0
NP_001167621.1,0.0
NP_001170787.2,0.0
NP_001170991.1,0.0
NP_001171481.1,0.0
NP_001171536.2,0.0
NP_001171582.1,0.0
NP_001171634.3,0.0
NP_001171809.1,0.0
NP_001171818.1,0.0
NP_001174.2,0.0
NP_001177203.1,0.0
NP_001177666.1,0.0
NP_001177716.1,0.0
NP_001180345.1,0.0
NP_001181939.1,0.0
NP_001182058.1,0.0
NP_001182192.1,0.0
NP_001182399.1,0.0
NP_001185.3,0.0
NP_001185797.1,0.0
NP_001185885.1,0.0
NP_001186.1,0.0
NP_001186036.1,0.0
NP_001186136.1,0.0
NP_001186181.1,0.0
NP_001186728.1,0.0
NP_001186846.1,0.0
NP_001188356.1,0.0
NP_001189333.2,0.0
NP_001189472.1,0.0
NP_001191197.1,0.0
NP_001191244.1,0.0
NP_001191354.2,0.0
NP_001193.2,0.0
NP_001193928.1,0.0
NP_001194.1,0.0
NP_001195.2,0.0
NP_001202.5,0.0
NP_001209.1,0.0
NP_001211.3,0.0
NP_001219.2,0.0
NP_001222.3,0.0
NP_001223.2,0.0
NP_001229804.1,0.0
NP_001229817.2,0.0
NP_001229825.1,0.0
NP_001229886.1,0.0
NP_001230106.1,0.0
NP_001230695.2,0.0
NP_001231118.1,0.0
NP_001233.2,0.0
NP_001242976.1,0.0
NP_001243169.1,0.0
NP_001243328.1,0.0
NP_001243371.1,0.0
NP_001243423.1,0.0
NP_001243439.1,0.0
NP_001243506.2,0.0
NP_001243556.1,0.0
NP_001243643.1,0.0
NP_001243805.1,0.0
NP_001244074.1,0.0
NP_001244159.1,0.0
NP_001244941.2,0.0
NP_001245150.1,0.0
NP_001245218.1,0.0
NP_001251.1,0.0
NP_001254507.1,0.0
NP_001254538.1,0.0
NP_001255.4,0.0
NP_001258750.1,0.0
NP_001258928.1,0.0
NP_001261.2,0.0
NP_001262.3,0.0
NP_001264.2,0.0
NP_001265067.1,0.0
NP_001265273.1,0.0
NP_001265868.1,0.0
NP_001269154.1,0.0
NP_001269210.1,0.0
NP_001269333.1,0.0
NP_001269463.1,0.0
NP_001269613.2,0.0
NP_001269862.1,0.0
NP_001271165.2,0.0
NP_001273003.2,0.0
NP_001273540.1,0.0
NP_001273644.1,0.0
NP_001274420.1,0.0
NP_001275582.1,0.0
NP_001275676.1,0.0
NP_001275880.1,0.0
NP_001275929.1,0.0
NP_001278.1,0.0
NP_001278585.2,0.0
NP_001278650.1,0.0
NP_001278933.1,0.0
NP_001284478.1,0.0
NP_001287771.1,0.0
NP_001287829.1,0.0
NP_001288.3,0.0
NP_001288153.1,0.0
NP_001289.1,0.0
NP_001290039.1,0.0
NP_001290185.1,0.0
NP_001290425.1,0.0
NP_001291646.4,0.8232890704800817
NP_001293061.2,0.0
NP_001294.2,0.0
NP_001295205.1,0.0
NP_001298127.1,0.0
NP_001303260.1,0.0
NP_001304019.1,0.0
NP_001304919.1,0.0
NP_001305092.1,0.0
NP_001305781.1,0.0
NP_001307127.1,0.0
NP_001307509.1,0.0
NP_001307594.1,0.0
NP_001307679.1,0.0
NP_001307852.1,0.0
NP_001308031.1,0.0
NP_001308943.1,0.0
NP_001308971.2,0.0
NP_001309774.1,0.0
NP_001309863.1,0.0
NP_001313340.1,0.0
NP_001316485.1,0.0
NP_001316843.1,0.0
NP_001317619.1,0.0
NP_001317964.1,0.0
NP_001319.1,0.0
NP_001323.1,0.0
NP_001334748.1,0.0
NP_001336584.1,0.0
NP_001336644.1,0.0
NP_001340.2,0.0
NP_001340274.1,0.0
NP_001340741.2,0.0
NP_001341530.2,0.0
NP_001349700.1,0.0
NP_001351.2,0.0
NP_001351952.1,0.0
NP_001352.2,0.0
NP_001352465.1,0.0
NP_001353076.1,0.0
NP_001354752.1,0.0
NP_001354903.1,0.0
NP_001354906.1,0.0
NP_001355738.1,0.0
NP_001355847.1,0.0
NP_001356.1,0.9617706237424547
NP_001356355.1,0.0
NP_001357188.2,0.0
NP_001357524.1,0.0
NP_001357587.1,0.0
NP_001358001.1,0.0
NP_001358995.1,0.0
NP_001359162.1,0.0
NP_001365406.2,0.0
NP_001365421.1,0.0
NP_001366127.1,0.0
NP_001366380.1,0.0
NP_001366429.1,0.0
NP_001366543.1,0.0
NP_001368914.1,0.0
NP_001369746.2,0.0
NP_001373.2,0.0
NP_001374.4,0.0
NP_001374178.1,0.0
NP_001376.1,0.0
NP_001377.1,0.0
NP_001380.2,0.0
NP_001380429.1,0.0
NP_001387.2,0.0
NP_001388.1,0.0
NP_001390.1,0.0
NP_001412.1,0.0
NP_001421.2,0.0
NP_001431.1,0.0
NP_001439.2,0.0
NP_001440.2,0.0
NP_001442.2,0.0
NP_001444.2,0.0
NP_001457.1,0.0
NP_001461.1,0.0
NP_001469.1,0.0
NP_001473.1,0.0
NP_001482.1,0.0
NP_001483.3,0.0
NP_001484.1,1.0
NP_001501.2,0.0
NP_001510.2,0.0
NP_001511.2,0.0
NP_001521.1,0.0
NP_001529.2,0.0
NP_001531.1,0.0
NP_001534.1,0.0
NP_001547.1,0.0
NP_001548.1,0.0
NP_001549.2,0.0
NP_001554.2,0.0
NP_001596.2,0.0
NP_001600.1,0.0
NP_001605.1,0.0
NP_001616.1,0.0
NP_001617.1,0.0
NP_001640.1,0.0
NP_001642.1,0.0
NP_001671.2,0.0
NP_001672.1,0.0
NP_001681.2,0.0
NP_001683.2,0.0
NP_001684.2,0.0
NP_001687.1,0.0
NP_001689.1,0.0
NP_001702.1,0.0
NP_001708.3,0.0
NP_001709.1,0.0
NP_001730.1,0.0
NP_001745.2,0.0
NP_001750.1,0.0
NP_001759.3,0.0
NP_001761.3,1.0
NP_001774.1,0.0
NP_001783.2,0.0
NP_001784.2,0.0
NP_001785.2,0.0
NP_001796.2,0.0
NP_001813.1,0.0
NP_001821.2,0.0
NP_001835.3,0.0
NP_001837.2,0.0
NP_001839.2,0.0
NP_001840.3,0.0
NP_001843.1,0.0
NP_001845.3,0.0
NP_001850.1,0.0
NP_001859.1,0.0
NP_001866.2,0.0
NP_001867.2,0.0
NP_001876.1,0.0
NP_001877.1,0.0
NP_001878.1,0.0
NP_001895.1,0.0
NP_001905.1,0.0
NP_001907.3,0.0
NP_001908.3,0.0
NP_001909.4,0.0
NP_001914.3,0.0
NP_001918.3,0.0
NP_001922.2,0.0
NP_001928.2,0.0
NP_001934.2,0.0
NP_001944.1,0.0
NP_001949.1,0.0
NP_001952.1,0.0
NP_001963.1,0.0
NP_001973.2,0.0
NP_001976.1,0.0
NP_001978.1,0.0
NP_002001.1,0.0
NP_002008.2,0.0
NP_002009.1,0.0
NP_002011.2,0.0
NP_002015.1,0.0
NP_002016.2,0.0
NP_002038.2,0.0
NP_002040.1,0.0
NP_002043.2,0.0
NP_002046.1,0.0
NP_002056.2,0.0
NP_002058.2,0.0
NP_002060.4,0.0
NP_002063.2,0.0
NP_002065.1,0.0
NP_002067.1,0.0
NP_002071.2,0.0
NP_002078.1,0.0
NP_002100.2,0.0
NP_002104.2,0.0
NP_002131.2,0.0
NP_002147.2,0.0
NP_002151.2,0.0
NP_002159.2,0.0
NP_002171.2,0.0
NP_002172.2,0.0
NP_002176.2,0.0
NP_002195.1,0.0
NP_002212.3,0.0
NP_002217.3,0.0
NP_002226.1,0.0
NP_002231.1,0.0
NP_002232.2,0.0
NP_002233.2,0.0
NP_002237.1,0.0
NP_002238.2,0.0
NP_002240.3,0.0
NP_002241.1,0.0
NP_002244.1,0.0
NP_002258.2,0.0
NP_002283.3,0.0
NP_002287.2,0.0
NP_002290.2,0.0
NP_002294.2,0.0
NP_002307.2,0.0
NP_002308.2,0.0
NP_002325.2,0.0
NP_002326.2,0.0
NP_002327.2,0.0
NP_002372.1,0.0
NP_002380.3,0.0
NP_002388.2,0.0
NP_002392.2,0.0
NP_002393.2,0.0
NP_002411.3,0.0
NP_002418.1,0.0
NP_002421.3,0.0
NP_002426.1,0.0
NP_002428.1,0.0
NP_002430.3,0.0
NP_002431.2,0.0
NP_002435.1,0.0
NP_002440.2,0.0
NP_002445.2,0.0
NP_002456.2,0.0
NP_002460.1,0.0
NP_002461.2,0.0
NP_002462.2,0.0
NP_002463.2,0.0
NP_002464.1,0.0
NP_002476.2,0.0
NP_002486.1,0.0
NP_002492.2,0.0
NP_002509.2,0.0
NP_002519.2,0.0
NP_002520.2,0.0
NP_002538.1,0.0
NP_002543.2,0.0
NP_002569.1,0.0
NP_002573.1,0.0
NP_002576.1,0.0
NP_002599.1,0.0
NP_002600.1,0.0
NP_002606.3,0.0
NP_002612.1,0.0
NP_002624.2,0.0
NP_002632.1,0.0
NP_002633.1,0.0
NP_002644.4,0.0
NP_002652.2,0.0
NP_002653.1,0.0
NP_002668.1,0.0
NP_002682.2,0.0
NP_002684.1,0.0
NP_002706.1,0.0
NP_002725.1,0.0
NP_002730.1,0.0
NP_002733.2,0.0
NP_002746.1,0.0
NP_002755.1,0.0
NP_002759.2,0.0
NP_002760.1,0.0
NP_002766.1,0.0
NP_002769.1,0.0
NP_002791.1,0.0
NP_002825.3,0.0
NP_002829.3,0.0
NP_002851.2,0.0
NP_002854.3,0.0
NP_002863.1,0.0
NP_002866.2,0.0
NP_002871.1,1.0
NP_002878.2,0.0
NP_002885.1,0.0
NP_002891.1,0.0
NP_002896.2,0.0
NP_002920.1,0.0
NP_002927.2,0.0
NP_002932.1,0.0
NP_002959.2,0.0
NP_002963.2,0.0
NP_002991.2,0.0
NP_002992.1,0.0
NP_002993.1,0.0
NP_003005.2,0.0
NP_003009.2,0.0
NP_003014.3,0.0
NP_003026.2,0.0
NP_003027.1,0.0
NP_003029.2,0.0
NP_003032.1,0.0
NP_003033.3,0.0
NP_003038.2,0.0
NP_003043.3,0.0
NP_003045.2,0.0
NP_003046.2,0.0
NP_003051.1,0.0
NP_003061.3,0.0
NP_003064.2,0.0
NP_003066.2,0.0
NP_003070.3,0.0
NP_003089.1,0.0
NP_003095.2,0.0
NP_003097.1,0.0
NP_003098.1,0.0
NP_003099.1,0.0
NP_003110.1,0.0
NP_003127.1,0.0
NP_003147.2,0.0
NP_003150.1,0.0
NP_003156.1,0.0
NP_003163.1,0.0
NP_003165.2,0.0
NP_003168.2,0.0
NP_003184.1,0.0
NP_003192.1,0.0
NP_003212.2,0.0
NP_003218.2,0.0
NP_003229.1,0.0
NP_003230.1,0.0
NP_003233.4,0.0
NP_003237.2,0.0
NP_003276.3,0.0
NP_003280.2,0.0
NP_003292.1,0.0
NP_003312.3,0.0
NP_003313.3,0.0
NP_003325.2,0.0
NP_003350.1,0.0
NP_003352.2,0.0
NP_003357.2,0.0
NP_003374.3,0.0
NP_003383.4,0.0
NP_003385.2,0.0
NP_003394.1,0.0
NP_003403.2,0.0
NP_003404.1,0.0
NP_003457.1,0.0
NP_003461.2,0.0
NP_003467.1,0.0
NP_003468.2,0.0
NP_003482.1,0.0
NP_003485.1,0.0
NP_003551.2,0.0
NP_003570.2,0.0
NP_003578.2,0.0
NP_003579.3,0.0
NP_003581.1,0.0
NP_003592.3,0.0
NP_003602.1,0.0
NP_003611.1,1.0
NP_003621.1,0.0
NP_003623.1,0.0
NP_003631.2,0.0
NP_003638.1,0.0
NP_003651.1,0.0
NP_003667.1,0.0
NP_003671.1,0.0
NP_003672.1,0.0
NP_003679.2,0.0
NP_003681.1,0.0
NP_003696.2,0.0
NP_003709.3,0.0
NP_003712.1,0.0
NP_003713.3,0.0
NP_003733.2,0.0
NP_003745.1,0.0
NP_003755.2,0.0
NP_003782.1,0.0
NP_003784.2,0.0
NP_003788.2,0.0
NP_003792.1,0.0
NP_003796.1,0.0
NP_003826.2,0.0
NP_003830.1,0.0
NP_003840.2,0.0
NP_003841.1,0.0
NP_003854.1,0.0
NP_003856.1,0.0
NP_003871.1,0.0
NP_003874.2,0.0
NP_003886.3,0.0
NP_003887.3,0.0
NP_003891.1,0.0
NP_003892.2,0.0
NP_003898.2,0.0
